celular;data;horario;local;latitude;longitude;tipo_celular;modelo_celular;possui_app_picmoney;data_ultima_compra;ultimo_tipo_cupom;ultimo_valor_capturado;ultimo_tipo_loja;idade;sexo;;�nicos
(11) 93331-8884;22/07/2025;06:30:00;Ponto de Ônibus Pamplona;-2.356.755.717.348.740;-4.664.865.262.703.920;Android;Motorola G60;Sim;02/07/2025;Cashback;177.89;móveis;21;Feminino;;
(11) 97102-5939;22/07/2025;17:00:00;MASP;-23.561.417.657.685.300;-4.665.585.301.992.950;Android;Samsung Galaxy A52;Não;;;;;20;Feminino;;
(71) 97242-4979;22/07/2025;13:00:00;Ponto de Ônibus Augusta;-23.558.589.702.146.500;-4.665.885.257.219.470;Android;Samsung Galaxy A52;Sim;22/06/2025;Cashback;101.87;restaurante;63;Outro;;
(11) 92395-8531;22/07/2025;17:30:00;Shopping Pátio Paulista;-2.357.053.021.441.320;-4.664.543.935.971.330;iPhone;iPhone 12;Não;;;;;20;Masculino;;
(11) 94106-9254;22/07/2025;20:45:00;Esquina Av. Consolação;-23.557.877.519.797.700;-4.666.011.429.572.930;Android;Samsung S21;Não;;;;;56;Feminino;;
(11) 93821-7679;22/07/2025;15:00:00;Shopping Cidade São Paulo;-23.562.886.573.495.700;-4.665.242.886.757.640;iPhone;iPhone 13;Sim;21/07/2025;Desconto;285.93;mercado express;36;Feminino;;
(11) 91756-2433;22/07/2025;17:00:00;Ponto de Ônibus Pamplona;-23.567.442.455.322.500;-4.664.828.503.878.970;Android;Xiaomi Redmi Note 11;Não;;;;;40;Feminino;;
(11) 92274-2334;22/07/2025;17:00:00;Ponto de Ônibus Pamplona;-23.567.372.689.955.500;-466.484.246.240.415;Android;Realme C35;Não;;;;;30;Feminino;;
(11) 97061-2024;22/07/2025;09:45:00;Metrô Brigadeiro;-2.356.965.308.048.190;-466.451.481.434.554;Android;Realme C35;Sim;18/07/2025;Produto;135.29;restaurante;24;Outro;;
(11) 99647-2509;22/07/2025;07:30:00;Shopping Cidade São Paulo;-23.563.524.847.933.000;-46.652.289.752.953.100;iPhone;iPhone 12;Sim;02/07/2025;Desconto;415.77;mercado express;28;Feminino;;
(11) 99951-2271;22/07/2025;08:15:00;Esquina Av. Consolação;-23.557.589.179.141.100;-4.666.000.556.149.540;Android;Xiaomi Redmi Note 11;Sim;16/07/2025;Cashback;457.16;esportivo;38;Outro;;
(11) 95473-2327;22/07/2025;17:30:00;Esquina Av. Consolação;-23.557.659.365.094.400;-4.665.959.875.635.060;Android;Realme C35;Não;;;;;31;Feminino;;
(11) 94900-1135;22/07/2025;13:15:00;MASP;-23.561.762.545.586.200;-46.655.973.349.033.300;iPhone;iPhone 11;Sim;15/07/2025;Desconto;125.75;outros;37;Masculino;;
(11) 99857-5289;22/07/2025;07:15:00;Shopping Pátio Paulista;-23.570.850.957.956.500;-466.452.212.266.785;Android;Motorola G60;Não;;;;;43;Feminino;;
(11) 95299-9231;22/07/2025;19:00:00;Ponto de Ônibus Pamplona;-23.567.609.028.290.200;-4.664.816.704.880.230;Android;Realme C35;Sim;20/07/2025;Cashback;457.02;eletrodoméstico;31;Masculino;;
(11) 93443-8605;22/07/2025;08:00:00;Metrô Consolação;-23.555.472.492.304.300;-466.616.578.232.332;iPhone;iPhone 12;Sim;10/07/2025;Produto;325.7;farmácia;60;Masculino;;
(11) 95483-5941;22/07/2025;14:30:00;Metrô Consolação;-23.555.568.403.701.200;-4.666.146.765.517.950;Android;Realme C35;Não;;;;;67;Masculino;;
(11) 97512-5866;22/07/2025;22:00:00;Ponto de Ônibus Augusta;-2.355.834.709.371.840;-4.665.904.470.373.810;Android;Realme C35;Não;;;;;32;Outro;;
(11) 98307-8907;22/07/2025;12:00:00;Shopping Pátio Paulista;-23.570.508.513.302.800;-4.664.533.644.694.570;Android;Samsung S21;Não;;;;;17;Outro;;
(11) 93672-5415;22/07/2025;13:30:00;Shopping Cidade São Paulo;-2.356.321.187.395.980;-4.665.228.593.600.460;Android;Samsung Galaxy A52;Sim;04/07/2025;Cashback;413.23;móveis;46;Outro;;
(11) 96673-9985;22/07/2025;12:45:00;Metrô Brigadeiro;-23.569.920.770.695.200;-46.645.232.863.996.600;Android;Samsung S21;Não;;;;;43;Feminino;;
(11) 98999-1531;22/07/2025;18:00:00;MASP;-23.561.326.691.685.300;-46.656.315.035.658.400;Android;Samsung S21;Não;;;;;61;Feminino;;
(11) 92425-2562;22/07/2025;14:15:00;Ponto de Ônibus Pamplona;-23.567.261.588.450.900;-46.648.757.375.665.900;iPhone;iPhone 14 Pro;Sim;24/06/2025;Desconto;309.74;móveis;45;Masculino;;
(11) 98670-4857;22/07/2025;10:00:00;Shopping Cidade São Paulo;-23.563.283.896.114.500;-4.665.228.207.599.450;iPhone;iPhone 14 Pro;Sim;21/07/2025;Produto;461.99;restaurante;47;Feminino;;
(11) 96739-2337;22/07/2025;08:30:00;Metrô Consolação;-23.555.848.079.218.900;-4.666.153.190.267.470;Android;Realme C35;Não;;;;;28;Outro;;
(11) 92338-8281;22/07/2025;17:30:00;Esquina Rua da Paz;-23.562.389.699.811.900;-4.665.026.732.674.540;Android;Motorola G60;Não;;;;;31;Outro;;
(11) 94740-7111;22/07/2025;18:00:00;Shopping Pátio Paulista;-2.357.055.619.857.320;-4.664.581.567.461.500;Android;Samsung Galaxy A52;Sim;17/07/2025;Desconto;272.06;vestuário;24;Feminino;;
(11) 94000-4590;22/07/2025;16:30:00;Ponto de Ônibus Pamplona;-23.567.310.498.605.900;-4.664.813.103.224.680;iPhone;iPhone SE;Sim;18/07/2025;Produto;133.39;restaurante;58;Masculino;;
(11) 95505-4553;22/07/2025;18:15:00;Ponto de Ônibus Augusta;-2.355.843.954.898.360;-4.665.941.395.646.060;Android;Xiaomi Redmi Note 11;Não;;;;;21;Outro;;
(11) 92945-3823;22/07/2025;08:00:00;Metrô Trianon-Masp;-23.564.040.189.972.800;-46.656.941.539.115.600;Android;Motorola G60;Não;;;;;59;Feminino;;
(11) 97105-9714;22/07/2025;17:45:00;Metrô Trianon-Masp;-23.564.083.843.928.100;-466.564.784.055.733;Android;Realme C35;Sim;10/07/2025;Produto;156.55;vestuário;33;Masculino;;
(11) 95445-3579;22/07/2025;06:15:00;Metrô Trianon-Masp;-23.564.337.940.839.600;-4.665.656.857.493.340;Android;Xiaomi Redmi Note 11;Sim;12/07/2025;Desconto;343.5;farmácia;69;Feminino;;
(11) 95584-6561;22/07/2025;15:15:00;Shopping Pátio Paulista;-23.570.402.782.861.800;-46.645.823.803.094.500;iPhone;iPhone 12;Não;;;;;51;Masculino;;
(11) 91259-8490;22/07/2025;08:30:00;Metrô Brigadeiro;-23.570.467.976.850.500;-46.644.827.315.294.100;Android;Realme C35;Não;;;;;61;Outro;;
(11) 95233-5597;22/07/2025;17:15:00;Metrô Brigadeiro;-23.569.933.336.676.000;-4.664.500.535.391.320;iPhone;iPhone 11;Sim;29/06/2025;Produto;359.66;móveis;47;Feminino;;
(31) 95303-6244;22/07/2025;12:30:00;Esquina Av. Consolação;-2.355.736.444.859.690;-46.659.847.174.821;iPhone;iPhone SE;Sim;28/06/2025;Desconto;15.03;esportivo;55;Outro;;
(21) 94497-7710;22/07/2025;08:30:00;Ponto de Ônibus Augusta;-23.558.755.997.442.600;-4.665.899.268.591.940;Android;Motorola G60;Sim;12/07/2025;Cashback;342.22;eletrodoméstico;70;Masculino;;
(11) 99282-5765;22/07/2025;13:30:00;Metrô Trianon-Masp;-2.356.422.753.518.980;-4.665.657.619.578.860;Android;Motorola G60;Sim;08/07/2025;Cashback;99.9;eletrodoméstico;35;Masculino;;
(11) 96518-4406;22/07/2025;07:30:00;Shopping Cidade São Paulo;-23.562.973.867.986.300;-466.522.271.301.597;Android;Samsung Galaxy A52;Sim;29/06/2025;Cashback;388.02;mercado express;30;Feminino;;
(11) 94108-2251;22/07/2025;13:45:00;Metrô Consolação;-23.555.678.425.048.500;-4.666.176.755.935.240;Android;Realme C35;Sim;11/07/2025;Produto;499.42;restaurante;28;Masculino;;
(11) 96292-5290;22/07/2025;15:30:00;Ponto de Ônibus Augusta;-2.355.858.251.638.480;-4.665.868.687.151.270;Android;Samsung Galaxy A52;Não;;;;;45;Outro;;
(11) 99202-6050;22/07/2025;17:45:00;Metrô Consolação;-23.555.734.250.319.900;-4.666.151.460.574.520;Android;Samsung S21;Não;;;;;53;Outro;;
(11) 96623-3062;22/07/2025;08:00:00;MASP;-2.356.132.282.806.450;-4.665.582.727.086.740;Android;Xiaomi Redmi Note 11;Sim;10/07/2025;Cashback;323.85;outros;68;Masculino;;
(11) 96249-6785;22/07/2025;13:30:00;Shopping Pátio Paulista;-23.570.660.935.150.000;-46.645.716.911.538.300;Android;Samsung S21;Sim;18/07/2025;Produto;255.17;móveis;29;Masculino;;
(11) 97433-2771;22/07/2025;06:15:00;Ponto de Ônibus Augusta;-23.558.451.886.273.600;-4.665.932.755.628.240;iPhone;iPhone 14 Pro;Sim;06/07/2025;Produto;254.69;restaurante;57;Feminino;;
(41) 99115-1602;22/07/2025;20:15:00;Shopping Cidade São Paulo;-23.563.124.871.829.500;-46.652.441.607.922.600;iPhone;iPhone SE;Não;;;;;60;Feminino;;
(11) 98331-3994;22/07/2025;08:00:00;Metrô Brigadeiro;-2.356.970.216.818.070;-4.664.478.256.837.080;Android;Samsung Galaxy A52;Não;;;;;61;Masculino;;
(11) 95830-7905;22/07/2025;18:45:00;Esquina Av. Consolação;-23.557.106.268.638.000;-4.665.946.244.262.880;Android;Realme C35;Sim;27/06/2025;Produto;486.27;restaurante;39;Masculino;;
(11) 91885-7443;22/07/2025;11:00:00;Shopping Pátio Paulista;-23.570.368.453.065.800;-4.664.578.022.914.200;iPhone;iPhone 12;Sim;10/07/2025;Desconto;385.96;farmácia;22;Outro;;
(11) 91805-6709;22/07/2025;13:45:00;Shopping Cidade São Paulo;-2.356.309.041.254.330;-466.527.285.452.755;Android;Samsung Galaxy A52;Não;;;;;43;Outro;;
(11) 91030-7928;22/07/2025;21:15:00;MASP;-2.356.124.860.764.030;-4.665.614.237.658.560;Android;Motorola G60;Não;;;;;33;Feminino;;
(11) 95674-2167;22/07/2025;17:15:00;Esquina Av. Consolação;-23.557.285.136.729.000;-4.665.979.340.985.530;iPhone;iPhone 13;Sim;20/07/2025;Cashback;129.98;restaurante;25;Masculino;;
(11) 97476-3454;22/07/2025;13:00:00;Metrô Consolação;-23.556.022.089.162.900;-4.666.159.271.955.540;Android;Xiaomi Redmi Note 11;Sim;21/07/2025;Produto;134.53;outros;36;Masculino;;
(11) 96898-7104;22/07/2025;17:15:00;Metrô Brigadeiro;-2.357.022.483.270.130;-4.664.528.439.762.630;Android;Realme C35;Sim;20/07/2025;Produto;239.3;mercado express;52;Feminino;;
(41) 99228-2694;22/07/2025;18:30:00;Ponto de Ônibus Pamplona;-2.356.745.089.557.460;-4.664.816.586.942.920;iPhone;iPhone SE;Sim;18/07/2025;Produto;161.44;farmácia;25;Feminino;;
(11) 97845-2695;22/07/2025;15:15:00;Metrô Consolação;-23.556.031.704.217.300;-46.661.271.571.791.800;Android;Samsung S21;Não;;;;;33;Masculino;;
(11) 94245-4774;22/07/2025;19:30:00;Metrô Consolação;-23.555.644.104.716.100;-4.666.162.280.183.290;Android;Motorola G60;Não;;;;;65;Outro;;
(11) 94151-7600;22/07/2025;08:45:00;MASP;-2.356.174.712.599.080;-4.665.615.014.003.720;Android;Realme C35;Sim;01/07/2025;Produto;340.66;mercado express;22;Masculino;;
(11) 97720-7488;22/07/2025;19:15:00;Shopping Cidade São Paulo;-23.563.119.221.281.100;-4.665.249.517.987.400;Android;Motorola G60;Sim;03/07/2025;Desconto;481.05;outros;42;Masculino;;
(71) 96228-5265;22/07/2025;12:45:00;Ponto de Ônibus Augusta;-23.558.689.396.446.800;-4.665.910.395.385.090;Android;Xiaomi Redmi Note 11;Não;;;;;36;Outro;;
(11) 91875-6658;22/07/2025;14:00:00;Metrô Consolação;-23.556.110.785.273.700;-4.666.169.819.369.120;Android;Motorola G60;Não;;;;;56;Outro;;
(11) 93332-3296;22/07/2025;12:15:00;MASP;-23.561.622.428.459.800;-4.665.571.849.813.320;iPhone;iPhone SE;Não;;;;;19;Feminino;;
(11) 93717-8309;22/07/2025;07:15:00;Ponto de Ônibus Pamplona;-23.567.447.220.700.500;-4.664.866.571.215.490;iPhone;iPhone 14 Pro;Sim;15/07/2025;Desconto;242;mercado express;50;Feminino;;
(11) 98611-8647;22/07/2025;10:00:00;Metrô Brigadeiro;-235.696.116.649.871;-4.664.484.808.613.490;iPhone;iPhone 14 Pro;Não;;;;;42;Feminino;;
(11) 95056-2916;22/07/2025;18:45:00;Metrô Brigadeiro;-23.569.904.917.435.100;-4.664.537.010.329.910;Android;Realme C35;Sim;14/07/2025;Cashback;226.52;eletrodoméstico;60;Masculino;;
(11) 99203-6308;22/07/2025;17:45:00;Metrô Consolação;-2.355.581.706.127.810;-4.666.149.581.252.130;Android;Motorola G60;Sim;12/07/2025;Cashback;250.78;outros;24;Outro;;
(11) 96727-9864;22/07/2025;12:30:00;MASP;-23.561.246.022.765.900;-46.655.986.338.728.300;Android;Samsung S21;Não;;;;;19;Outro;;
(11) 94987-3238;22/07/2025;08:15:00;Metrô Brigadeiro;-23.569.821.398.074.100;-4.664.481.040.992.680;Android;Samsung Galaxy A52;Sim;01/07/2025;Cashback;331.47;farmácia;42;Feminino;;
(11) 92216-1385;22/07/2025;07:00:00;Metrô Trianon-Masp;-2.356.413.129.346.670;-4.665.682.964.353.180;iPhone;iPhone 12;Sim;05/07/2025;Desconto;240.33;farmácia;68;Masculino;;
(11) 91344-8997;22/07/2025;13:15:00;Esquina Rua da Paz;-23.562.371.870.973.300;-4.664.992.048.171.770;Android;Motorola G60;Sim;16/07/2025;Desconto;385.86;outros;62;Feminino;;
(41) 96516-4360;22/07/2025;20:45:00;MASP;-23.561.470.144.049.900;-4.665.574.260.808.850;iPhone;iPhone 14 Pro;Sim;16/07/2025;Produto;430.93;farmácia;56;Outro;;
(11) 96143-2835;22/07/2025;14:00:00;Shopping Cidade São Paulo;-23.563.352.605.493.100;-466.523.174.656.527;Android;Xiaomi Redmi Note 11;Sim;08/07/2025;Cashback;369.84;restaurante;66;Outro;;
(11) 98151-2098;22/07/2025;13:30:00;Metrô Consolação;-23.555.933.160.607.500;-4.666.148.998.067.070;iPhone;iPhone 14 Pro;Não;;;;;38;Masculino;;
(11) 94381-6269;22/07/2025;13:15:00;Metrô Consolação;-23.555.780.051.176.000;-466.619.652.263.498;iPhone;iPhone 11;Sim;12/07/2025;Produto;185.43;vestuário;45;Outro;;
(11) 95265-5599;22/07/2025;08:00:00;Esquina Av. Consolação;-2.355.721.188.508.610;-46.659.855.770.652.100;iPhone;iPhone 13;Sim;27/06/2025;Produto;436.17;mercado express;20;Masculino;;
(11) 97520-4941;22/07/2025;15:15:00;Metrô Consolação;-2.355.565.740.714.690;-4.666.154.884.184.790;Android;Realme C35;Sim;25/06/2025;Cashback;36.79;restaurante;43;Masculino;;
(11) 94341-5252;22/07/2025;13:00:00;Ponto de Ônibus Augusta;-23.558.227.072.408.600;-46.658.928.317.877.800;Android;Motorola G60;Sim;10/07/2025;Desconto;22.37;outros;53;Outro;;
(11) 94205-6903;22/07/2025;17:45:00;Esquina Rua da Paz;-23.562.767.511.194.300;-466.499.794.416.909;iPhone;iPhone 11;Sim;16/07/2025;Cashback;210.42;farmácia;20;Outro;;
(11) 95966-2766;22/07/2025;06:15:00;Esquina Av. Consolação;-2.355.755.389.817.340;-4.666.010.796.019.070;Android;Motorola G60;Sim;10/07/2025;Cashback;252.85;eletrodoméstico;35;Outro;;
(11) 95903-9014;22/07/2025;07:00:00;Metrô Brigadeiro;-2.356.957.977.370.980;-46.644.603.568.233.400;Android;Xiaomi Redmi Note 11;Não;;;;;54;Outro;;
(11) 99525-3495;22/07/2025;12:00:00;Esquina Av. Consolação;-23.557.371.799.917.100;-4.666.012.751.329.690;iPhone;iPhone 13;Sim;07/07/2025;Produto;399.63;outros;31;Feminino;;
(21) 96288-2270;22/07/2025;18:45:00;Ponto de Ônibus Pamplona;-23.567.186.296.155.300;-46.648.887.192.450.600;Android;Motorola G60;Não;;;;;43;Outro;;
(11) 91003-9833;22/07/2025;07:45:00;MASP;-2.356.146.117.228.550;-46.655.817.902.985.600;iPhone;iPhone 12;Não;;;;;45;Outro;;
(11) 99539-9506;22/07/2025;08:30:00;Ponto de Ônibus Pamplona;-23.567.781.633.133.300;-4.664.866.642.255.510;iPhone;iPhone 12;Sim;29/06/2025;Desconto;60.27;restaurante;55;Feminino;;
(11) 98528-1627;22/07/2025;12:00:00;Metrô Trianon-Masp;-2.356.417.852.346.880;-46.656.513.246.995.700;Android;Realme C35;Sim;04/07/2025;Produto;476.21;móveis;41;Outro;;
(11) 94977-6234;22/07/2025;18:30:00;Ponto de Ônibus Augusta;-23.558.481.228.776.500;-46.659.004.901.116.300;Android;Xiaomi Redmi Note 11;Sim;25/06/2025;Desconto;256.29;restaurante;25;Masculino;;
(41) 97632-2802;22/07/2025;17:45:00;Esquina Av. Consolação;-23.557.591.547.758.600;-46.659.909.977.772.400;Android;Samsung S21;Sim;10/07/2025;Produto;429.27;mercado express;56;Masculino;;
(41) 92258-2125;22/07/2025;13:30:00;Shopping Cidade São Paulo;-2.356.293.430.360.410;-4.665.234.258.183.300;Android;Motorola G60;Sim;08/07/2025;Desconto;402.52;restaurante;35;Outro;;
(11) 94714-1673;22/07/2025;07:00:00;Esquina Rua da Paz;-2.356.233.430.755.970;-46.649.814.792.555.200;Android;Motorola G60;Não;;;;;34;Masculino;;
(11) 93143-2613;22/07/2025;17:30:00;Ponto de Ônibus Pamplona;-2.356.757.601.537.710;-4.664.845.076.829.470;Android;Realme C35;Sim;27/06/2025;Produto;165.03;farmácia;28;Outro;;
(11) 94662-6649;22/07/2025;21:00:00;Esquina Av. Consolação;-2.355.735.050.409.030;-4.666.012.427.705.970;Android;Motorola G60;Não;;;;;31;Feminino;;
(11) 92949-2745;22/07/2025;17:30:00;Esquina Av. Consolação;-2.355.741.643.663.950;-4.665.989.556.877.610;Android;Realme C35;Não;;;;;37;Masculino;;
(11) 97623-9905;22/07/2025;07:45:00;Shopping Pátio Paulista;-23.570.766.926.098.600;-4.664.578.075.856.080;Android;Realme C35;Sim;16/07/2025;Desconto;298.28;restaurante;49;Masculino;;
(11) 99211-9026;22/07/2025;08:00:00;Ponto de Ônibus Pamplona;-2.356.763.535.235.660;-4.664.868.289.881.090;Android;Realme C35;Não;;;;;22;Masculino;;
(11) 97935-7415;22/07/2025;09:45:00;Esquina Av. Consolação;-23.557.239.254.529.300;-4.665.995.683.477.930;iPhone;iPhone 11;Sim;16/07/2025;Desconto;152.87;restaurante;34;Outro;;
(11) 92434-2450;22/07/2025;16:00:00;Esquina Av. Consolação;-2.355.738.948.421.140;-4.665.930.832.338.310;Android;Xiaomi Redmi Note 11;Não;;;;;28;Feminino;;
(41) 95200-7540;22/07/2025;06:00:00;Metrô Brigadeiro;-23.570.095.434.541.300;-46.644.876.545.831.500;Android;Samsung Galaxy A52;Não;;;;;32;Masculino;;
(11) 95216-7378;22/07/2025;17:45:00;Esquina Av. Consolação;-2.355.784.732.342.900;-4.666.016.756.895.610;Android;Realme C35;Não;;;;;54;Feminino;;
(11) 91047-2635;22/07/2025;20:45:00;Metrô Trianon-Masp;-23.563.924.756.864.000;-4.665.681.767.297.730;Android;Samsung Galaxy A52;Sim;22/06/2025;Cashback;452;outros;62;Outro;;
(11) 92652-4229;22/07/2025;18:30:00;Metrô Brigadeiro;-23.569.612.375.345.000;-4.664.517.323.675.940;iPhone;iPhone 11;Não;;;;;62;Outro;;
(11) 97100-7923;22/07/2025;17:45:00;Shopping Cidade São Paulo;-23.562.970.277.234.500;-4.665.198.825.506.100;iPhone;iPhone 13;Sim;23/06/2025;Produto;320.9;móveis;34;Outro;;
(11) 95546-7100;22/07/2025;13:00:00;Metrô Consolação;-23.555.772.348.636.500;-46.661.500.284.974.000;Android;Realme C35;Não;;;;;24;Feminino;;
(11) 97190-7412;22/07/2025;18:45:00;Esquina Rua da Paz;-23.562.317.684.668.000;-46.649.667.475.786.300;Android;Motorola G60;Não;;;;;30;Masculino;;
(11) 98279-6254;22/07/2025;12:15:00;Ponto de Ônibus Augusta;-2.355.858.490.108.750;-46.658.921.317.386.700;Android;Samsung S21;Sim;03/07/2025;Produto;429.25;eletrodoméstico;59;Outro;;
(11) 91120-3444;22/07/2025;18:15:00;Esquina Av. Consolação;-23.556.837.229.137.700;-4.665.993.938.392.770;Android;Realme C35;Sim;13/07/2025;Desconto;79.01;outros;54;Masculino;;
(11) 91238-8564;22/07/2025;07:15:00;Shopping Cidade São Paulo;-23.562.994.574.698.200;-4.665.213.278.875.130;Android;Samsung Galaxy A52;Não;;;;;34;Feminino;;
(11) 99823-5970;22/07/2025;18:45:00;MASP;-23.561.437.210.621.400;-4.665.622.626.680.770;iPhone;iPhone 11;Sim;17/07/2025;Desconto;379.81;restaurante;59;Masculino;;
(21) 91469-9216;22/07/2025;21:15:00;Ponto de Ônibus Augusta;-235.583.495.552.929;-4.665.925.329.818.800;Android;Realme C35;Não;;;;;34;Outro;;
(11) 94179-1158;22/07/2025;16:30:00;Metrô Trianon-Masp;-23.563.893.396.951.600;-4.665.671.958.879.750;Android;Samsung Galaxy A52;Não;;;;;53;Feminino;;
(11) 94524-8576;22/07/2025;12:00:00;Metrô Brigadeiro;-23.569.842.137.231.200;-4.664.501.304.752.830;Android;Samsung Galaxy A52;Sim;28/06/2025;Produto;169.01;esportivo;68;Feminino;;
(11) 91268-3895;22/07/2025;13:15:00;Metrô Brigadeiro;-2.356.992.854.695.330;-4.664.494.162.737.320;Android;Realme C35;Não;;;;;31;Outro;;
(11) 98368-8969;22/07/2025;12:30:00;Esquina Av. Consolação;-23.557.739.398.492.700;-4.665.989.155.254.500;iPhone;iPhone 14 Pro;Sim;04/07/2025;Desconto;341.38;restaurante;31;Masculino;;
(11) 96988-9775;22/07/2025;09:00:00;Metrô Brigadeiro;-23.570.162.313.085.500;-4.664.493.761.521.550;Android;Samsung S21;Sim;12/07/2025;Cashback;422.73;esportivo;52;Feminino;;
(11) 91174-6523;22/07/2025;17:45:00;Esquina Av. Consolação;-23.557.763.399.980.700;-4.666.026.997.093.130;Android;Realme C35;Não;;;;;39;Feminino;;
(11) 98822-3163;22/07/2025;18:00:00;Shopping Pátio Paulista;-2.357.079.711.516.350;-4.664.580.907.513.820;iPhone;iPhone 12;Sim;12/07/2025;Desconto;289.73;farmácia;53;Outro;;
(11) 99243-7200;22/07/2025;12:45:00;Shopping Cidade São Paulo;-23.563.130.757.537.400;-46.652.183.222.772.100;Android;Samsung S21;Não;;;;;22;Outro;;
(11) 99621-6285;22/07/2025;15:00:00;Metrô Consolação;-23.556.013.530.534.200;-46.661.785.629.350.800;Android;Realme C35;Não;;;;;61;Feminino;;
(11) 98580-5334;22/07/2025;17:15:00;MASP;-23.561.741.548.488.000;-4.665.565.910.115.750;Android;Samsung Galaxy A52;Sim;21/07/2025;Desconto;43.9;eletrodoméstico;33;Outro;;
(11) 97973-1295;22/07/2025;07:30:00;Ponto de Ônibus Pamplona;-23.567.603.130.803.600;-46.648.544.200.618.200;iPhone;iPhone SE;Não;;;;;61;Feminino;;
(11) 91455-8730;22/07/2025;18:15:00;Esquina Av. Consolação;-23.557.525.533.117.100;-4.665.995.695.517.460;iPhone;iPhone 11;Não;;;;;68;Feminino;;
(11) 93037-7017;22/07/2025;12:30:00;Ponto de Ônibus Augusta;-2.355.871.953.737.910;-4.665.932.943.338.930;Android;Motorola G60;Não;;;;;24;Feminino;;
(11) 92992-5912;22/07/2025;08:45:00;Metrô Brigadeiro;-23.570.146.782.061.900;-4.664.479.436.827.180;iPhone;iPhone 12;Não;;;;;68;Feminino;;
(11) 95529-8400;22/07/2025;13:45:00;Shopping Cidade São Paulo;-23.563.224.937.794.300;-4.665.230.980.875.540;Android;Samsung S21;Não;;;;;37;Outro;;
(11) 95306-2226;22/07/2025;17:45:00;Metrô Brigadeiro;-23.569.793.775.232.700;-4.664.506.763.514.500;iPhone;iPhone SE;Não;;;;;31;Outro;;
(11) 97856-7784;22/07/2025;12:15:00;Shopping Pátio Paulista;-23.570.741.449.654.100;-4.664.577.969.225.240;Android;Motorola G60;Sim;09/07/2025;Desconto;93.47;outros;54;Feminino;;
(11) 91746-3116;22/07/2025;12:15:00;Esquina Rua da Paz;-23.562.666.956.794.600;-4.665.022.258.414.490;iPhone;iPhone 11;Não;;;;;37;Feminino;;
(11) 95190-5555;22/07/2025;06:45:00;Shopping Cidade São Paulo;-2.356.283.648.727.580;-46.652.461.792.830.800;Android;Samsung Galaxy A52;Não;;;;;38;Masculino;;
(11) 91782-3963;22/07/2025;22:00:00;Metrô Trianon-Masp;-23.563.990.772.105.600;-4.665.671.057.297.350;Android;Xiaomi Redmi Note 11;Sim;17/07/2025;Cashback;163.35;outros;48;Feminino;;
(11) 96812-1854;22/07/2025;18:45:00;Esquina Rua da Paz;-23.562.912.776.155.600;-4.664.996.970.987.360;Android;Motorola G60;Não;;;;;60;Feminino;;
(11) 93106-3888;22/07/2025;17:30:00;Esquina Rua da Paz;-23.562.416.452.479.200;-46.650.397.322.962.900;Android;Realme C35;Não;;;;;52;Feminino;;
(11) 95152-1011;22/07/2025;11:45:00;Esquina Rua da Paz;-23.562.717.192.022.400;-4.664.994.961.451.570;Android;Realme C35;Sim;18/07/2025;Produto;205.06;restaurante;68;Feminino;;
